PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,SUBP,CONDID,SPECIES_SYMBOL_FLD,UNIQUE_SP_NBR,SPECIES_SYMBOL,GROWTH_HABIT,COVER_PCT,IS_MAINTAINED_AREA,CN,INVS_CN,PLT_CN,SBP_CN,CND_CN,PREV_PLT_CN
1852442,4,17,3,31,20004,1,1,LIVU,1,LIVU,Shrub,1,1.0,785698327290487,785698324290487,352769622489998,785698266290487,785698261290487,
1852504,4,17,3,31,20044,1,3,SPJA,1,SPJA,Shrub,1,1.0,785698383290487,785698382290487,352769625489998,785698345290487,785698340290487,
1837451,4,17,3,197,20160,1,1,ACPL,1,ACPL,Tree,2,0.0,785696253290487,785696245290487,352769637489998,785696187290487,785696181290487,
1837451,4,17,3,197,20160,1,1,ALPE4,1,ALPE4,Forb;herb,1,0.0,785696251290487,785696246290487,352769637489998,785696187290487,785696181290487,
1837451,4,17,3,197,20160,1,2,ACPL,1,ACPL,Tree,0,,785696257290487,785696245290487,352769637489998,785696187290487,785696182290487,
1837451,4,17,3,197,20160,1,2,ROMU,1,ROMU,Vine; Subshrub,1,0.0,785696260290487,785696250290487,352769637489998,785696187290487,785696182290487,
1853010,5,17,3,43,20028,1,1,VIOP,1,VIOP,Tree; Shrub,1,1.0,785699015290487,785699013290487,352769643489998,785698983290487,785698977290487,
1795861,4,17,3,89,20067,1,1,ROMU,1,ROMU,Vine; Subshrub,1,0.0,785697986290487,785697984290487,352769646489998,785697941290487,785697937290487,
1797328,4,17,3,111,20065,1,1,RHCA3,1,RHCA3,Tree; Shrub,25,0.0,785696344290487,785696336290487,352769648489998,785696272290487,785696269290487,
1915150,4,18,4,127,20092,1,1,PHAR3,1,PHAR3,Graminoid,1,1.0,785693858290487,785693853290487,352769654489998,785693827290487,785693824290487,
1915150,4,18,4,127,20092,1,1,POCU6,1,POCU6,Subshrub; Forb;herb,0,,785693857290487,785693854290487,352769654489998,785693827290487,785693824290487,
1856785,1,17,3,31,23176,1,1,POCU6,1,POCU6,Subshrub; Forb;herb,3,1.0,707806141126144,707806139126144,352769662489998,707806103126144,707806097126144,
1856785,1,17,3,31,23176,1,3,POCU6,1,POCU6,Subshrub; Forb;herb,2,1.0,707806145126144,707806139126144,352769662489998,707806103126144,707806099126144,
1857771,1,17,3,31,22053,1,2,AIAL,1,AIAL,Tree,1,1.0,707806202126144,707806197126144,352769673489998,707806159126144,707806154126144,
1857806,1,17,3,31,22075,1,1,ROMU,1,ROMU,Vine; Subshrub,1,1.0,707805347126144,707805346126144,352769680489998,707805310126144,707805304126144,
1856944,1,17,3,31,23368,1,2,CIAR4,1,CIAR4,Forb;herb,0,,707805418126144,707805416126144,352769683489998,707805393126144,707805386126144,
1856944,1,17,3,31,23368,1,3,CIAR4,1,CIAR4,Forb;herb,1,1.0,707805422126144,707805416126144,352769683489998,707805393126144,707805387126144,
1856944,1,17,3,31,23368,1,3,ULPU,1,ULPU,Tree; Shrub,1,1.0,707805423126144,707805417126144,352769683489998,707805393126144,707805387126144,
1852384,4,17,3,31,20155,1,1,BETH,1,BETH,Shrub,2,1.0,707806908126144,707806902126144,352769684489998,707806863126144,707806856126144,
1852384,4,17,3,31,20155,1,1,RHCA3,1,RHCA3,Tree; Shrub,1,1.0,707806906126144,707806903126144,352769684489998,707806863126144,707806856126144,
1852348,4,17,3,31,20149,1,1,ACPL,1,ACPL,Tree,5,1.0,707805672126144,707805669126144,352769689489998,707805644126144,707805640126144,
1837411,4,17,3,197,20067,1,1,AIAL,1,AIAL,Tree,1,1.0,707805910126144,707805907126144,352769690489998,707805892126144,707805889126144,
1852460,4,17,3,31,20001,1,2,LONIC,1,LONIC,Shrub;Vine,1,0.0,707807378126144,707807374126144,352769691489998,707807353126144,707807350126144,
1852460,4,17,3,31,20001,1,2,ROMU,1,ROMU,Vine; Subshrub,2,0.0,707807379126144,707807376126144,352769691489998,707807353126144,707807350126144,
1837449,4,17,3,197,20129,1,1,ROMU,1,ROMU,Vine; Subshrub,1,0.0,707806952126144,707806951126144,352769703489998,707806921126144,707806919126144,
1797317,4,17,3,111,20019,1,1,ALPE4,1,ALPE4,Forb;herb,1,1.0,707805809126144,707805804126144,352769712489998,707805758126144,707805755126144,
1854642,1,17,3,31,23241,1,2,RHCA3,1,RHCA3,Tree; Shrub,0,,491757929126144,491757919126144,352769721489998,491757893126144,491757892126144,
1854662,1,17,3,31,23221,1,1,RHCA3,1,RHCA3,Tree; Shrub,1,1.0,491758034126144,491758030126144,352769725489998,491757995126144,491757993126144,
1854662,1,17,3,31,23221,1,2,ACPL,1,ACPL,Tree,5,1.0,491758033126144,491758029126144,352769725489998,491757995126144,491757994126144,
1857002,1,17,3,31,23445,1,1,AIAL,1,AIAL,Tree,1,1.0,491758317126144,491758315126144,352769734489998,491758304126144,491758303126144,
1855673,1,17,3,31,22165,1,1,AIAL,1,AIAL,Tree,8,0.0,491758589126144,491758585126144,352769743489998,491758517126144,491758515126144,
1855673,1,17,3,31,22165,1,2,AIAL,1,AIAL,Tree,0,,491758590126144,491758585126144,352769743489998,491758517126144,491758516126144,
1855673,1,17,3,31,22165,1,2,ALPE4,1,ALPE4,Forb;herb,0,,491758592126144,491758586126144,352769743489998,491758517126144,491758516126144,
1857870,1,17,3,31,22138,1,1,CIAR4,1,CIAR4,Forb;herb,1,1.0,491758641126144,491758640126144,352769745489998,491758627126144,491758625126144,
1857910,1,17,3,31,22179,1,1,CIAR4,1,CIAR4,Forb;herb,1,1.0,491758766126144,491758764126144,352769749489998,491758740126144,491758737126144,
1852479,4,17,3,31,20133,1,1,BETH,1,BETH,Shrub,12,0.0,491759025126144,491759019126144,352769757489998,491758923126144,491758922126144,
1796313,4,17,3,97,20021,1,1,RHCA3,1,RHCA3,Tree; Shrub,1,0.0,491759297126144,491759292126144,352769765489998,491759267126144,491759266126144,
1796301,4,17,3,97,20087,1,1,RHCA3,1,RHCA3,Tree; Shrub,25,0.0,491759474126144,491759469126144,352769767489998,491759370126144,491759369126144,
1852996,4,17,3,43,20048,1,1,ALPE4,1,ALPE4,Forb;herb,1,1.0,491759530126144,491759524126144,352769770489998,491759506126144,491759505126144,
1837445,4,17,3,197,20088,1,1,ALPE4,1,ALPE4,Forb;herb,40,0.0,491757234126144,491757230126144,352769774489998,491757119126144,491757118126144,
1796348,4,17,3,97,20201,1,2,CIAR4,1,CIAR4,Forb;herb,1,1.0,491757286126144,491757282126144,352769776489998,491757266126144,491757265126144,
1795853,4,17,3,89,20007,1,2,LOMA6,1,LOMA6,Shrub,0,,491757516126144,491757513126144,352769784489998,491757463126144,491757462126144,
1915950,4,18,4,89,20056,1,1,LONIC,1,LONIC,Shrub;Vine,1,1.0,528824584126144,528824580126144,352769791489998,528824550126144,528824547126144,
1915950,4,18,4,89,20056,1,3,LONIC,1,LONIC,Shrub;Vine,1,1.0,528824586126144,528824580126144,352769791489998,528824550126144,528824549126144,
1917629,4,18,4,89,20011,1,1,LIVU,1,LIVU,Shrub,1,0.0,528824614126144,528824609126144,352769792489998,528824593126144,528824592126144,
1917629,4,18,4,89,20011,1,1,PHAR3,1,PHAR3,Graminoid,1,0.0,528824615126144,528824610126144,352769792489998,528824593126144,528824592126144,
1857067,1,17,3,31,23488,1,2,CIAR4,1,CIAR4,Forb;herb,0,,487678520489998,478150869489998,352769812489998,478150840489998,478150839489998,
1857880,1,17,3,31,22128,1,2,ULPU,1,ULPU,Tree; Shrub,0,,487678655489998,478150971489998,352769816489998,478150945489998,478150944489998,
1857074,1,17,3,31,23535,1,2,ULPU,1,ULPU,Tree; Shrub,0,,487678657489998,478150999489998,352769817489998,478150984489998,478150983489998,
1857748,1,17,3,31,22022,1,1,ACPL,1,ACPL,Tree,1,1.0,487678658489998,478151037489998,352769818489998,478151011489998,478151009489998,
1857896,1,17,3,31,22193,1,1,RHCA3,1,RHCA3,Tree; Shrub,1,1.0,487678662489998,478151100489998,352769820489998,478151077489998,478151076489998,
1856790,1,17,3,31,23171,1,2,ALPE4,1,ALPE4,Forb;herb,0,,487678670489998,478151222489998,352769825489998,478151202489998,478151201489998,
1857694,2,17,3,31,21834,1,1,ULPU,1,ULPU,Tree; Shrub,1,1.0,942084436290487,942084435290487,559740547126144,942084391290487,942084385290487,352769803489998.0
1857710,2,17,3,31,21939,1,1,CYLO11,1,CYLO11,Vine; Forb;herb,1,1.0,942231257290487,942231255290487,781816990290487,942231226290487,942231225290487,352769739489998.0
1857797,2,17,3,31,22027,1,2,AIAL,1,AIAL,Tree,1,0.0,942231305290487,942231302290487,781816999290487,942231274290487,942231269290487,352769736489998.0
1854662,2,17,3,31,23221,1,2,ACPL,1,ACPL,Tree,5,1.0,942231586290487,942231584290487,781817055290487,942231533290487,942231528290487,352769725489998.0
1857778,2,17,3,31,22046,1,1,ULPU,1,ULPU,"Tree, Shrub",1,0.0,1413031929290487,1413031900290487,992948016290487,1287853557290487,1287853553290487,352769674489998.0
1856785,2,17,3,31,23176,1,3,ACPL,1,ACPL,Tree,5,1.0,1287854214290487,1287854209290487,992948070290487,1287854173290487,1287854169290487,352769662489998.0
1469621,5,55,5,59,20042,1,1,PHAR3,1,PHAR3,Graminoid,1,1.0,491757710126144,491757707126144,923565,491757689126144,491757688126144,
1469919,4,55,5,59,20011,1,1,RHCA3,1,RHCA3,Tree; Shrub,1,0.0,505940899126144,505940893126144,923671,505940844126144,505940842126144,
1467836,1,55,5,59,21546,1,2,ALPE4,1,ALPE4,Forb;herb,1,0.0,707805025126144,707805014126144,923687,707804906126144,707804902126144,
1467909,1,55,5,59,21583,1,1,ALPE4,1,ALPE4,Forb;herb,2,0.0,707805147126144,707805144126144,923689,707805037126144,707805034126144,
1467909,1,55,5,59,21583,1,1,LONIC,1,LONIC,Shrub;Vine,15,0.0,707805148126144,707805145126144,923689,707805037126144,707805034126144,
1467849,1,55,5,59,21553,1,2,ALPE4,1,ALPE4,Forb;herb,1,0.0,785692966290487,785692958290487,923694,785692881290487,785692877290487,
1469103,1,55,5,59,22180,1,1,ACPL,1,ACPL,Tree,1,0.0,785697389290487,785697385290487,923699,785697286290487,785697279290487,
1856933,1,17,3,31,23379,1,1,CIAR4,1,CIAR4,Forb;herb,1,1.0,487678675489998,478151258489998,352769826489998,478151236489998,478151234489998,
1855296,1,17,3,31,24544,1,1,CESTM,1,CESTM,Forb;herb,1,0.0,487678678489998,478151302489998,352769828489998,478151289489998,478151287489998,
1855296,1,17,3,31,24544,1,2,CESTM,1,CESTM,Forb;herb,0,,487678679489998,478151302489998,352769828489998,478151289489998,478151288489998,
1852337,6,17,3,31,20119,1,1,PHAR3,1,PHAR3,Graminoid,0,,487678680489998,478151391489998,352769830489998,478151333489998,478151330489998,
1837440,4,17,3,197,20071,1,1,CIAR4,1,CIAR4,Forb;herb,1,0.0,487678690489998,478151467489998,352769832489998,478151441489998,478151440489998,
1852402,4,17,3,31,20005,1,2,ALPE4,1,ALPE4,Forb;herb,0,,487678697489998,478151541489998,352769834489998,478151513489998,478151512489998,
1852402,4,17,3,31,20005,1,2,LONIC,1,LONIC,Shrub;Vine,0,,487678701489998,478151543489998,352769834489998,478151513489998,478151512489998,
1796331,5,17,3,97,20077,1,1,CIVU,1,CIVU,Forb;herb,1,0.0,487678704489998,478151639489998,352769838489998,478151629489998,478151628489998,
1796331,5,17,3,97,20077,1,1,ROMU,1,ROMU,Vine; Subshrub,1,0.0,487678709489998,478151644489998,352769838489998,478151629489998,478151628489998,
1796375,4,17,3,97,20011,1,1,LIVU,1,LIVU,Shrub,0,,487678712489998,478151728489998,352769839489998,478151657489998,478151655489998,
1796375,4,17,3,97,20011,1,2,ROMU,1,ROMU,Vine; Subshrub,0,,487678719489998,478151731489998,352769839489998,478151657489998,478151656489998,
1852373,4,17,3,31,20023,1,1,ALPE4,1,ALPE4,Forb;herb,1,0.0,487678732489998,478151866489998,352769841489998,478151822489998,478151821489998,
1852373,4,17,3,31,20023,1,1,RHCA3,1,RHCA3,Tree; Shrub,25,0.0,487678735489998,478151869489998,352769841489998,478151822489998,478151821489998,
1796372,4,17,3,97,20061,1,1,LOMA6,1,LOMA6,Shrub,1,0.0,487678737489998,478151935489998,352769843489998,478151903489998,478151902489998,
1796372,4,17,3,97,20061,1,1,RHCA3,1,RHCA3,Tree; Shrub,1,0.0,487678738489998,478151936489998,352769843489998,478151903489998,478151902489998,
1797337,4,17,3,111,20061,1,2,BEVU,1,BEVU,Shrub,1,1.0,487678760489998,478152263489998,352769854489998,478152242489998,478152241489998,
1795928,5,17,3,89,20061,1,1,LONIC,1,LONIC,Shrub;Vine,1,1.0,487678765489998,478152395489998,352769859489998,478152376489998,478152374489998,
1916010,5,18,4,89,20121,1,2,ROMU,1,ROMU,Vine; Subshrub,2,0.0,487678780489998,478152593489998,352769866489998,478152530489998,478152529489998,
1469838,5,55,5,59,20025,1,1,LONIC,1,LONIC,,9,0.0,942084827290487,942084823290487,924013,942084736290487,942084734290487,
1468101,1,55,5,59,21679,1,1,RHCA3,1,RHCA3,Tree; Shrub,1,1.0,942083836290487,942083834290487,924131,942083812290487,942083808290487,
1468101,1,55,5,59,21679,1,2,ACPL,1,ACPL,Tree,4,1.0,942083840290487,942083832290487,924131,942083812290487,942083809290487,
1468101,1,55,5,59,21679,1,2,BEVU,1,BEVU,Shrub,0,,942083838290487,942083833290487,924131,942083812290487,942083809290487,
1469307,1,55,5,59,22221,1,1,ROPS,1,ROPS,Tree,45,1.0,942163675290487,942163671290487,924136,942163483290487,942163480290487,
1468516,1,55,5,59,21886,1,2,CIAR4,1,CIAR4,Forb;herb,1,1.0,1287174853290487,1287174851290487,924144,1287174810290487,1287174807290487,
1856981,1,17,3,31,23412,1,1,AIAL,1,AIAL,Tree,1,1.0,785693099290487,785693097290487,352769399489998,785693067290487,785693064290487,
1856897,1,17,3,31,23307,1,3,ACPL,1,ACPL,Tree,1,1.0,785697508290487,785697501290487,352769411489998,785697468290487,785697462290487,
1796293,4,17,3,97,20085,1,1,ROMU,1,ROMU,Vine; Subshrub,20,0.0,1287853415290487,1287853414290487,352769419489998,1287853326290487,1287853323290487,
1795839,4,17,3,89,20028,1,1,LOTA,1,LOTA,Shrub,1,0.0,1287854071290487,1287854068290487,352769435489998,1287853971290487,1287853966290487,
1856817,1,17,3,31,23198,1,1,ACPL,1,ACPL,Tree,12,1.0,785698630290487,785698629290487,352769451489998,785698603290487,785698598290487,
1856865,1,17,3,31,23285,1,1,AIAL,1,AIAL,Tree,1,1.0,785698053290487,785698052290487,352769454489998,785698037290487,785698032290487,
1856825,1,17,3,31,23271,1,1,AIAL,1,AIAL,Tree,1,0.0,785696614290487,785696611290487,352769455489998,785696593290487,785696586290487,
1857087,1,17,3,31,23522,1,2,CIAR4,1,CIAR4,Forb;herb,0,,785696661290487,785696659290487,352769459489998,785696629290487,785696624290487,
1857855,1,17,3,31,22099,1,2,ULPU,1,ULPU,Tree; Shrub,1,1.0,785694159290487,785694153290487,352769466489998,785694112290487,785694108290487,
1856952,1,17,3,31,23360,1,1,BETH,1,BETH,Shrub,1,1.0,785697563290487,785697561290487,352769468489998,785697545290487,785697540290487,
1856872,1,17,3,31,23278,1,1,AIAL,1,AIAL,Tree,1,1.0,785694196290487,785694195290487,352769470489998,785694167290487,785694164290487,
1852359,4,17,3,31,20203,1,1,CIVU,1,CIVU,Forb;herb,1,0.0,942212738290487,942212733290487,352769474489998,942212660290487,942212656290487,
1852359,4,17,3,31,20203,1,2,RHCA3,1,RHCA3,Tree; Shrub,5,0.0,942212747290487,942212734290487,352769474489998,942212660290487,942212657290487,
1837448,4,17,3,197,20043,1,1,ELUM,1,ELUM,Shrub,10,0.0,942211310290487,942211309290487,352769482489998,942211292290487,942211290290487,
1852371,4,17,3,31,20083,1,1,MIVI,1,MIVI,Graminoid,1,0.0,942211052290487,942211049290487,352769487489998,942210931290487,942210929290487,
1796356,4,17,3,97,20060,1,1,PHAU7,1,PHAU7,Subshrub; Shrub; Graminoid,90,1.0,942211425290487,942211424290487,352769498489998,942211411290487,942211409290487,
1795842,4,17,3,89,20031,1,2,CIAR4,1,CIAR4,Forb;herb,1,1.0,942212337290487,942212336290487,352769500489998,942212312290487,942212306290487,
1795882,4,17,3,89,20042,1,1,CEOR7,1,CEOR7,Vine,1,0.0,942211908290487,942211906290487,352769505489998,942211796290487,942211795290487,
1857055,1,17,3,31,23500,1,1,FRAL4,1,FRAL4,Tree; Shrub,0,,785695854290487,785695852290487,352769526489998,785695796290487,785695790290487,
1856914,1,17,3,31,23344,1,1,RHCA3,1,RHCA3,Tree; Shrub,35,0.0,785697007290487,785697000290487,352769538489998,785696873290487,785696870290487,
1856914,1,17,3,31,23344,1,1,ROMU,1,ROMU,Vine; Subshrub,2,0.0,785697006290487,785697001290487,352769538489998,785696873290487,785696870290487,
1852490,4,17,3,31,20062,1,1,CIVU,1,CIVU,Forb;herb,1,0.0,942082956290487,942082952290487,352769546489998,942082818290487,942082815290487,
1852492,4,17,3,31,20094,1,1,CYLO11,1,CYLO11,Vine; Forb;herb,1,1.0,942082450290487,942082445290487,352769551489998,942082403290487,942082400290487,
1852474,4,17,3,31,20039,1,1,CEOR7,1,CEOR7,Vine,1,0.0,942083416290487,942083413290487,352769554489998,942083323290487,942083320290487,
1837512,4,17,3,197,20081,1,1,ROMU,1,ROMU,Vine; Subshrub,1,0.0,942084550290487,942084546290487,352769559489998,942084527290487,942084526290487,
1795832,4,17,3,89,20017,1,1,ULPU,1,ULPU,Tree; Shrub,1,0.0,942084993290487,942084990290487,352769568489998,942084934290487,942084929290487,
1795832,4,17,3,89,20017,1,2,CEOR7,1,CEOR7,Vine,0,,942084994290487,942084988290487,352769568489998,942084934290487,942084930290487,
1795832,4,17,3,89,20017,1,2,ULPU,1,ULPU,Tree; Shrub,1,0.0,942084995290487,942084990290487,352769568489998,942084934290487,942084930290487,
1795904,6,17,3,89,20059,1,1,ROMU,1,ROMU,Vine; Subshrub,1,0.0,942083935290487,942083934290487,352769575489998,942083916290487,942083914290487,
1917873,4,18,4,73,20155,1,1,ROMU,1,ROMU,Vine; Subshrub,1,0.0,942083124290487,942083123290487,352769577489998,942083039290487,942083037290487,
1915975,4,18,4,89,20027,1,1,PHAU7,1,PHAU7,Subshrub; Shrub; Graminoid,4,0.0,942084722290487,942084714290487,352769581489998,942084659290487,942084655290487,
1915975,4,18,4,89,20027,1,1,RHCA3,1,RHCA3,Tree; Shrub,0,,942084720290487,942084715290487,352769581489998,942084659290487,942084655290487,
1915975,4,18,4,89,20027,1,2,ULPU,1,ULPU,Tree; Shrub,0,,942084724290487,942084716290487,352769581489998,942084659290487,942084656290487,
1857977,1,17,3,31,22301,1,1,BETH,1,BETH,Shrub,0,,785695262290487,785695260290487,352769606489998,785695212290487,785695205290487,
1852335,4,17,3,31,20130,1,2,ACPL,1,ACPL,Tree,2,1.0,785697743290487,785697741290487,352769609489998,785697715290487,785697709290487,
1857337,1,17,3,31,23825,1,1,ACPL,1,ACPL,Tree,1,1.0,785697776290487,785697775290487,352769615489998,785697755290487,785697750290487,
1857337,1,17,3,31,23825,1,2,ACPL,1,ACPL,Tree,2,1.0,785697777290487,785697775290487,352769615489998,785697755290487,785697751290487,
1852353,4,17,3,31,20022,1,2,PHAR3,1,PHAR3,Graminoid,2,0.0,785693740290487,785693737290487,352769618489998,785693715290487,785693712290487,
1852353,4,17,3,31,20022,1,2,RHCA3,1,RHCA3,Tree; Shrub,7,0.0,785693743290487,785693738290487,352769618489998,785693715290487,785693712290487,
1852364,4,17,3,31,20006,1,1,ALPE4,1,ALPE4,Forb;herb,0,,785695406290487,785695400290487,352769620489998,785695318290487,785695313290487,
1852364,4,17,3,31,20006,1,1,MIVI,1,MIVI,Graminoid,1,0.0,785695411290487,785695402290487,352769620489998,785695318290487,785695313290487,
1852364,4,17,3,31,20006,1,1,ROMU,1,ROMU,Vine; Subshrub,0,,785695409290487,785695404290487,352769620489998,785695318290487,785695313290487,
1852364,4,17,3,31,20006,1,2,ROMU,1,ROMU,Vine; Subshrub,1,0.0,785695415290487,785695404290487,352769620489998,785695318290487,785695314290487,
1852442,4,17,3,31,20004,1,1,CIAR4,1,CIAR4,Forb;herb,1,1.0,785698326290487,785698323290487,352769622489998,785698266290487,785698261290487,
1852442,4,17,3,31,20004,1,2,LIVU,1,LIVU,Shrub,1,1.0,785698329290487,785698324290487,352769622489998,785698266290487,785698262290487,
1795849,4,17,3,89,20013,1,1,PHAR3,1,PHAR3,Graminoid,1,0.0,785693769290487,785693766290487,352769634489998,785693750290487,785693748290487,
1853021,4,17,3,43,20002,1,1,PHAU7,1,PHAU7,Subshrub; Shrub; Graminoid,60,0.0,785697225290487,785697221290487,352769635489998,785697203290487,785697200290487,
1853010,5,17,3,43,20028,1,1,LYSA2,1,LYSA2,Subshrub; Forb;herb,1,1.0,785699014290487,785699012290487,352769643489998,785698983290487,785698977290487,
1853030,4,17,3,43,20009,1,1,LOMA6,1,LOMA6,Shrub,18,0.0,785695620290487,785695613290487,352769644489998,785695547290487,785695545290487,
1853030,4,17,3,43,20009,1,1,ROMU,1,ROMU,Vine; Subshrub,1,0.0,785695618290487,785695616290487,352769644489998,785695547290487,785695545290487,
1795861,4,17,3,89,20067,1,1,CEOR7,1,CEOR7,Vine,17,0.0,785697989290487,785697981290487,352769646489998,785697941290487,785697937290487,
1797328,4,17,3,111,20065,1,1,PHAU7,1,PHAU7,Subshrub; Shrub; Graminoid,2,0.0,785696341290487,785696335290487,352769648489998,785696272290487,785696269290487,
1797328,4,17,3,111,20065,1,1,ULPU,1,ULPU,Tree; Shrub,1,0.0,785696340290487,785696338290487,352769648489998,785696272290487,785696269290487,
1915150,4,18,4,127,20092,1,2,PHAR3,1,PHAR3,Graminoid,1,1.0,785693861290487,785693853290487,352769654489998,785693827290487,785693825290487,
1915150,4,18,4,127,20092,1,2,POCU6,1,POCU6,Subshrub; Forb;herb,3,1.0,785693862290487,785693854290487,352769654489998,785693827290487,785693825290487,
1857771,1,17,3,31,22053,1,1,AIAL,1,AIAL,Tree,0,,707806199126144,707806197126144,352769673489998,707806159126144,707806153126144,
1854876,1,17,3,31,22214,1,1,AIAL,1,AIAL,Tree,5,1.0,707806393126144,707806389126144,352769679489998,707806369126144,707806360126144,
1852384,4,17,3,31,20155,1,2,ACPL,1,ACPL,Tree,27,1.0,707806914126144,707806900126144,352769684489998,707806863126144,707806857126144,
1853036,4,17,3,43,20013,1,1,RHCA3,1,RHCA3,Tree; Shrub,2,0.0,707807266126144,707807265126144,352769708489998,707807247126144,707807245126144,
1797317,4,17,3,111,20019,1,1,BETH,1,BETH,Shrub,5,1.0,707805813126144,707805805126144,352769712489998,707805758126144,707805755126144,
1797317,4,17,3,111,20019,1,1,CIAR4,1,CIAR4,Forb;herb,1,1.0,707805810126144,707805806126144,352769712489998,707805758126144,707805755126144,
1915883,4,18,4,127,20048,1,1,LONIC,1,LONIC,Shrub;Vine,1,0.0,707806088126144,707806085126144,352769716489998,707805964126144,707805962126144,
1854642,1,17,3,31,23241,1,1,LONIC,1,LONIC,Shrub;Vine,5,1.0,491757926126144,491757918126144,352769721489998,491757893126144,491757891126144,
1854662,1,17,3,31,23221,1,1,ULPU,1,ULPU,Tree; Shrub,0,,491758036126144,491758031126144,352769725489998,491757995126144,491757993126144,
1857703,1,17,3,31,21825,1,1,ACPL,1,ACPL,Tree,30,1.0,491758208126144,491758206126144,352769730489998,491758191126144,491758190126144,
1857762,1,17,3,31,22008,1,1,CIAR4,1,CIAR4,Forb;herb,1,1.0,491758417126144,491758415126144,352769738489998,491758401126144,491758400126144,
1857710,1,17,3,31,21939,1,1,ULPU,1,ULPU,Tree; Shrub,1,1.0,491758443126144,491758440126144,352769739489998,491758422126144,491758421126144,
1857071,1,17,3,31,23538,1,1,AIAL,1,AIAL,Tree,1,1.0,491758510126144,491758508126144,352769742489998,491758487126144,491758486126144,
1857735,1,17,3,31,21954,1,1,RHCA3,1,RHCA3,Tree; Shrub,1,1.0,491758619126144,491758618126144,352769744489998,491758603126144,491758601126144,
1857735,1,17,3,31,21954,1,2,RHCA3,1,RHCA3,Tree; Shrub,0,,491758620126144,491758618126144,352769744489998,491758603126144,491758602126144,
1857868,1,17,3,31,22140,1,1,RHCA3,1,RHCA3,Tree; Shrub,1,1.0,491758731126144,491758728126144,352769748489998,491758710126144,491758709126144,
1857910,1,17,3,31,22179,1,2,CIAR4,1,CIAR4,Forb;herb,0,,491758767126144,491758764126144,352769749489998,491758740126144,491758738126144,
1857910,1,17,3,31,22179,1,3,CIAR4,1,CIAR4,Forb;herb,1,1.0,491758768126144,491758764126144,352769749489998,491758740126144,491758739126144,
1852479,4,17,3,31,20133,1,1,ALPE4,1,ALPE4,Forb;herb,2,0.0,491759024126144,491759018126144,352769757489998,491758923126144,491758922126144,
1852425,4,17,3,31,20183,1,1,RHCA3,1,RHCA3,Tree; Shrub,1,0.0,491759155126144,491759153126144,352769759489998,491759138126144,491759137126144,
1837464,4,17,3,197,20064,1,2,RHCA3,1,RHCA3,Tree; Shrub,0,,491759178126144,491759176126144,352769760489998,491759163126144,491759162126144,
1852509,4,17,3,31,20090,1,1,CIVU,1,CIVU,Forb;herb,1,1.0,491759243126144,491759242126144,352769763489998,491759223126144,491759222126144,
1796313,4,17,3,97,20021,1,1,CIAR4,1,CIAR4,Forb;herb,3,0.0,491759295126144,491759290126144,352769765489998,491759267126144,491759266126144,
1796313,4,17,3,97,20021,1,1,PHAR3,1,PHAR3,Graminoid,1,0.0,491759296126144,491759291126144,352769765489998,491759267126144,491759266126144,
1852996,4,17,3,43,20048,1,1,RHCA3,1,RHCA3,Tree; Shrub,1,1.0,491759533126144,491759527126144,352769770489998,491759506126144,491759505126144,
1837445,4,17,3,197,20088,1,1,LONIC,1,LONIC,Shrub;Vine,65,0.0,491757235126144,491757231126144,352769774489998,491757119126144,491757118126144,
1837445,4,17,3,197,20088,1,1,ROMU,1,ROMU,Vine; Subshrub,15,0.0,491757237126144,491757233126144,352769774489998,491757119126144,491757118126144,
1796348,4,17,3,97,20201,1,1,CIAR4,1,CIAR4,Forb;herb,0,,491757285126144,491757282126144,352769776489998,491757266126144,491757264126144,
1796348,4,17,3,97,20201,1,2,LONIC,1,LONIC,Shrub;Vine,1,1.0,491757288126144,491757283126144,352769776489998,491757266126144,491757265126144,
1853014,4,17,3,43,20006,1,1,ALPE4,1,ALPE4,Forb;herb,1,1.0,491757420126144,491757417126144,352769781489998,491757386126144,491757385126144,
1837569,4,17,3,197,20029,1,1,CIAR4,1,CIAR4,Forb;herb,1,0.0,491757654126144,491757650126144,352769789489998,491757608126144,491757607126144,
1837569,4,17,3,197,20029,1,1,LONIC,1,LONIC,Shrub;Vine,3,0.0,491757655126144,491757651126144,352769789489998,491757608126144,491757607126144,
1915950,4,18,4,89,20056,1,3,CIAR4,1,CIAR4,Forb;herb,0,,528824583126144,528824579126144,352769791489998,528824550126144,528824549126144,
1857790,1,17,3,31,22034,1,1,ULPU,1,ULPU,Tree; Shrub,4,1.0,487678521489998,478150908489998,352769814489998,478150897489998,478150896489998,
1856790,1,17,3,31,23171,1,1,ACPL,1,ACPL,Tree,30,1.0,487678667489998,478151221489998,352769825489998,478151202489998,478151200489998,
1856933,2,17,3,31,23379,1,2,ACPL,1,ACPL,Tree,25,1.0,942083989290487,942083981290487,559740539126144,942083953290487,942083948290487,352769826489998.0
1857896,2,17,3,31,22193,1,2,AIAL,1,AIAL,Tree,1,0.0,942084519290487,942084516290487,559740561126144,942084482290487,942084478290487,352769820489998.0
1857721,2,17,3,31,21968,1,1,ACPL,1,ACPL,Tree,1,1.0,942082809290487,942082807290487,559740569126144,942082785290487,942082779290487,352769823489998.0
