EVALID,EVAL_NAME,REPORT_YEAR,POPULATION_NAME,POPULATION_STRUCTURE_VERSION,POPULATION_ACRES,POPULATION_POINT_COUNT,POPULATION_PLOT_COUNT,ESTN_UNIT_NAME,ESTN_UNIT_ACRES,ESTN_UNIT_POINT_COUNT,ESTN_UNIT_PLOT_COUNT,STRATUM_NAME,STRATUM_LABEL,STRATUM_ACRES,STRATUM_POINT_COUNT,STRATUM_PLOT_COUNT,EXPNS,STRATUM_WEIGHT,STRATUM_SOURCE,STRATUM_SUBPLOT_ADJ_FACTOR,STRATUM_MICROPLOT_ADJ_FACTOR,EVAL_DESCRIPTION,STRATUM_DESCRIPTION,PE_CN,PSS_CN,PEU_CN,PSTREL_CN,PS_CN,CN,EVAL_GRP_ID,EVAL_GRP_NAME,EVAL_GRP_LABEL,PEG_CN
SanDiegoCA2017Curr,"San Diego, CA 2017 Current Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,185,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,185,F,Herb/Crop,6771.6901305,30449,11,615.6081936818182,0.03987000250095914,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Grassland/Herbaceous; Cultivated Crops; Emergent Herbaceous Wetlands; Pasture/Hay,530432163126144,518922833126144,530432204126144,440614649489998,530733660126144,1299960164290487,,,,
SanDiegoCA2017Curr,"San Diego, CA 2017 Current Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,185,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,185,D,Dev-Med,68451.247944,307792,75,912.68330592,0.40302367269122846,NLCD 2011,1.0661561526153056,1.0712737907201757,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Medium Intensity",530432163126144,518922833126144,530432204126144,440614649489998,530733658126144,1299960054290487,,,,
SanDiegoCA2017Curr,"San Diego, CA 2017 Current Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,185,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,185,E,Dev-High,20756.968263,93334,29,715.7575263103448,0.12221179064746035,NLCD 2011,1.0432046617068853,1.0314842869224998,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, High Intensity",530432163126144,518922833126144,530432204126144,440614649489998,530733659126144,1299960132290487,,,,
SanDiegoCA2017Curr,"San Diego, CA 2017 Current Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,185,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,185,A,Water/Barren,8202.1315545,36881,5,1640.4263109,0.04829208060159197,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Open Water; Barren Land,530432163126144,518922833126144,530432204126144,440614649489998,530733655126144,1299959987290487,,,,
SanDiegoCA2017Curr,"San Diego, CA 2017 Current Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,185,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,185,G,Forest/Shrub,17250.251787,77566,12,1437.52098225,0.10156512903508806,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Evergreen Forest; Mixed Forest; Shrub/Scrub; Woody Wetlands,530432163126144,518922833126144,530432204126144,440614649489998,530733661126144,1299960178290487,,,,
SanDiegoCA2017FS,"San Diego, CA 2017 Fully Sampled Curr Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,168,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,168,B,Dev-Open,20960.236836,94248,29,722.7667874482759,0.1234085847059147,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Open Space",530432194126144,518922834126144,530432205126144,440614649489998,530733656126144,533658505126144,,,,
SanDiegoCA2017FS,"San Diego, CA 2017 Fully Sampled Curr Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,168,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,168,D,Dev-Med,68451.247944,307792,62,1104.0523861935485,0.40302367269122846,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Medium Intensity",530432194126144,518922834126144,530432205126144,440614649489998,530733658126144,533658507126144,,,,
SanDiegoCA2017FS,"San Diego, CA 2017 Fully Sampled Curr Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,168,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,168,E,Dev-High,20756.968263,93334,26,798.3449331923077,0.12221179064746035,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, High Intensity",530432194126144,518922834126144,530432205126144,440614649489998,530733659126144,533658508126144,,,,
SanDiegoCA2017FS,"San Diego, CA 2017 Fully Sampled Curr Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,168,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,168,G,Forest/Shrub,17250.251787,77566,12,1437.52098225,0.10156512903508806,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Evergreen Forest; Mixed Forest; Shrub/Scrub; Woody Wetlands,530432194126144,518922834126144,530432205126144,440614649489998,530733661126144,533658510126144,,,,
SanDiegoCA2017FS,"San Diego, CA 2017 Fully Sampled Curr Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,168,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,168,C,Dev-Low,27451.7098965,123437,23,1193.552604195652,0.16162873981775733,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Low Intensity",530432194126144,518922834126144,530432205126144,440614649489998,530733657126144,533658506126144,,,,
SanDiegoCA2017FS,"San Diego, CA 2017 Fully Sampled Curr Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,168,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,168,A,Water/Barren,8202.1315545,36881,5,1640.4263109,0.04829208060159197,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Open Water; Barren Land,530432194126144,518922834126144,530432205126144,440614649489998,530733655126144,533658504126144,,,,
SanDiegoCA2017FS,"San Diego, CA 2017 Fully Sampled Curr Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,168,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,168,F,Herb/Crop,6771.6901305,30449,11,615.6081936818182,0.03987000250095914,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Grassland/Herbaceous; Cultivated Crops; Emergent Herbaceous Wetlands; Pasture/Hay,530432194126144,518922834126144,530432205126144,440614649489998,530733660126144,533658509126144,,,,
SanDiegoCA2017Invs,"San Diego, CA 2017 Invasive Species Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,185,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,185,E,Dev-High,20756.968263,93334,29,715.7575263103448,0.12221179064746035,NLCD 2011,1.0432046617068853,1.0314842869224998,"Evaluation used to produce current estimates of invasive species population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, High Intensity",750142912290487,518922835126144,750144094290487,440614649489998,530733659126144,1299960239290487,,,,
SanDiegoCA2017Invs,"San Diego, CA 2017 Invasive Species Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,185,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,185,G,Forest/Shrub,17250.251787,77566,12,1437.52098225,0.10156512903508806,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Evergreen Forest; Mixed Forest; Shrub/Scrub; Woody Wetlands,750142912290487,518922835126144,750144094290487,440614649489998,530733661126144,1299960349290487,,,,
SanDiegoCA2017Invs,"San Diego, CA 2017 Invasive Species Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,185,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,185,A,Water/Barren,8202.1315545,36881,5,1640.4263109,0.04829208060159197,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Open Water; Barren Land,750142912290487,518922835126144,750144094290487,440614649489998,530733655126144,1299960364290487,,,,
SanDiegoCA2017Invs,"San Diego, CA 2017 Invasive Species Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,185,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,185,B,Dev-Open,20960.236836,94248,29,722.7667874482759,0.1234085847059147,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Open Space",750142912290487,518922835126144,750144094290487,440614649489998,530733656126144,1299960372290487,,,,
SanDiegoCA2017Invs,"San Diego, CA 2017 Invasive Species Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,185,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,185,F,Herb/Crop,6771.6901305,30449,11,615.6081936818182,0.03987000250095914,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Grassland/Herbaceous; Cultivated Crops; Emergent Herbaceous Wetlands; Pasture/Hay,750142912290487,518922835126144,750144094290487,440614649489998,530733660126144,1299960198290487,,,,
SanDiegoCA2017Invs,"San Diego, CA 2017 Invasive Species Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,185,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,185,C,Dev-Low,27451.7098965,123437,24,1143.8212456875,0.16162873981775733,NLCD 2011,1.0284058906854017,1.038706892491026,"Evaluation used to produce current estimates of invasive species population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Low Intensity",750142912290487,518922835126144,750144094290487,440614649489998,530733657126144,1299960212290487,,,,
SanDiegoCA2017Invs,"San Diego, CA 2017 Invasive Species Estimates",2017,"San Diego, CA Urban Area",1.0,169844.2364115,763707,185,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,185,D,Dev-Med,68451.247944,307792,75,912.68330592,0.40302367269122846,NLCD 2011,1.0661561526153056,1.0712737907201757,"Evaluation used to produce current estimates of invasive species population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Medium Intensity",750142912290487,518922835126144,750144094290487,440614649489998,530733658126144,1299960271290487,,,,
SanDiegoCA2018All,"San Diego, CA 2018 All Area",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,197,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,197,E,Dev-High,20756.968263,93334,30,691.8989421,0.12221179064746035,NLCD 2011,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, High Intensity",759240831290487,759239332290487,759241384290487,440614649489998,530733659126144,767902427290487,,,,
SanDiegoCA2018All,"San Diego, CA 2018 All Area",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,197,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,197,D,Dev-Med,68451.247944,307792,79,866.4714929620253,0.40302367269122846,NLCD 2011,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Medium Intensity",759240831290487,759239332290487,759241384290487,440614649489998,530733658126144,767902345290487,,,,
SanDiegoCA2018All,"San Diego, CA 2018 All Area",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,197,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,197,B,Dev-Open,20960.236836,94248,34,616.477554,0.1234085847059147,NLCD 2011,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Open Space",759240831290487,759239332290487,759241384290487,440614649489998,530733656126144,767902468290487,,,,
SanDiegoCA2018All,"San Diego, CA 2018 All Area",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,197,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,197,A,Water/Barren,8202.1315545,36881,5,1640.4263109,0.04829208060159197,NLCD 2011,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Open Water; Barren Land,759240831290487,759239332290487,759241384290487,440614649489998,530733655126144,767902460290487,,,,
SanDiegoCA2018All,"San Diego, CA 2018 All Area",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,197,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,197,C,Dev-Low,27451.7098965,123437,25,1098.06839586,0.16162873981775733,NLCD 2011,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Low Intensity",759240831290487,759239332290487,759241384290487,440614649489998,530733657126144,767902505290487,,,,
SanDiegoCA2018All,"San Diego, CA 2018 All Area",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,197,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,197,F,Herb/Crop,6771.6901305,30449,11,615.6081936818182,0.03987000250095914,NLCD 2011,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Grassland/Herbaceous; Cultivated Crops; Emergent Herbaceous Wetlands; Pasture/Hay,759240831290487,759239332290487,759241384290487,440614649489998,530733660126144,767902533290487,,,,
SanDiegoCA2018All,"San Diego, CA 2018 All Area",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,197,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,197,G,Forest/Shrub,17250.251787,77566,13,1326.9424451538462,0.10156512903508806,NLCD 2011,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Evergreen Forest; Mixed Forest; Shrub/Scrub; Woody Wetlands,759240831290487,759239332290487,759241384290487,440614649489998,530733661126144,767902547290487,,,,
SanDiegoCA2018Curr,"San Diego, CA 2018 Current Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,186,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,186,A,Water/Barren,8202.1315545,36881,5,1640.4263109,0.04829208060159197,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Open Water; Barren Land,759240832290487,759239333290487,759241385290487,440614649489998,530733655126144,1299960627290487,,,,
SanDiegoCA2018Curr,"San Diego, CA 2018 Current Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,186,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,186,G,Forest/Shrub,17250.251787,77566,12,1437.52098225,0.10156512903508806,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Evergreen Forest; Mixed Forest; Shrub/Scrub; Woody Wetlands,759240832290487,759239333290487,759241385290487,440614649489998,530733661126144,1299960819290487,,,,
SanDiegoCA2018Curr,"San Diego, CA 2018 Current Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,186,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,186,C,Dev-Low,27451.7098965,123437,25,1098.06839586,0.16162873981775733,NLCD 2011,1.0272387054703853,1.0371011739453375,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Low Intensity",759240832290487,759239333290487,759241385290487,440614649489998,530733657126144,1299960667290487,,,,
SanDiegoCA2018Curr,"San Diego, CA 2018 Current Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,186,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,186,B,Dev-Open,20960.236836,94248,29,722.7667874482759,0.1234085847059147,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Open Space",759240832290487,759239333290487,759241385290487,440614649489998,530733656126144,1299960635290487,,,,
SanDiegoCA2018Curr,"San Diego, CA 2018 Current Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,186,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,186,F,Herb/Crop,6771.6901305,30449,11,615.6081936818182,0.03987000250095914,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Grassland/Herbaceous; Cultivated Crops; Emergent Herbaceous Wetlands; Pasture/Hay,759240832290487,759239333290487,759241385290487,440614649489998,530733660126144,1299960805290487,,,,
SanDiegoCA2018Curr,"San Diego, CA 2018 Current Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,186,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,186,D,Dev-Med,68451.247944,307792,75,912.68330592,0.40302367269122846,NLCD 2011,1.0609153299476135,1.0696197134337975,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Medium Intensity",759240832290487,759239333290487,759241385290487,440614649489998,530733658126144,1299960695290487,,,,
SanDiegoCA2018Curr,"San Diego, CA 2018 Current Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,186,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,186,E,Dev-High,20756.968263,93334,29,715.7575263103448,0.12221179064746035,NLCD 2011,1.0432046617068853,1.0314842869224998,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, High Intensity",759240832290487,759239333290487,759241385290487,440614649489998,530733659126144,1299960773290487,,,,
SanDiegoCA2018FS,"San Diego, CA 2018 Fully Sampled Curr Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,170,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,170,C,Dev-Low,27451.7098965,123437,24,1143.8212456875,0.16162873981775733,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Low Intensity",759240833290487,759239334290487,759241386290487,440614649489998,530733657126144,767902772290487,,,,
SanDiegoCA2018FS,"San Diego, CA 2018 Fully Sampled Curr Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,170,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,170,D,Dev-Med,68451.247944,307792,63,1086.5277451428572,0.40302367269122846,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Medium Intensity",759240833290487,759239334290487,759241386290487,440614649489998,530733658126144,767902799290487,,,,
SanDiegoCA2018FS,"San Diego, CA 2018 Fully Sampled Curr Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,170,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,170,F,Herb/Crop,6771.6901305,30449,11,615.6081936818182,0.03987000250095914,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Grassland/Herbaceous; Cultivated Crops; Emergent Herbaceous Wetlands; Pasture/Hay,759240833290487,759239334290487,759241386290487,440614649489998,530733660126144,767902897290487,,,,
SanDiegoCA2018FS,"San Diego, CA 2018 Fully Sampled Curr Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,170,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,170,A,Water/Barren,8202.1315545,36881,5,1640.4263109,0.04829208060159197,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Open Water; Barren Land,759240833290487,759239334290487,759241386290487,440614649489998,530733655126144,767902911290487,,,,
SanDiegoCA2018FS,"San Diego, CA 2018 Fully Sampled Curr Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,170,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,170,E,Dev-High,20756.968263,93334,26,798.3449331923077,0.12221179064746035,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, High Intensity",759240833290487,759239334290487,759241386290487,440614649489998,530733659126144,767902919290487,,,,
SanDiegoCA2018FS,"San Diego, CA 2018 Fully Sampled Curr Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,170,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,170,G,Forest/Shrub,17250.251787,77566,12,1437.52098225,0.10156512903508806,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Evergreen Forest; Mixed Forest; Shrub/Scrub; Woody Wetlands,759240833290487,759239334290487,759241386290487,440614649489998,530733661126144,767902948290487,,,,
SanDiegoCA2018FS,"San Diego, CA 2018 Fully Sampled Curr Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,170,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,170,B,Dev-Open,20960.236836,94248,29,722.7667874482759,0.1234085847059147,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Diego, CA. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Open Space",759240833290487,759239334290487,759241386290487,440614649489998,530733656126144,767902865290487,,,,
SanDiegoCA2018Invs,"San Diego, CA 2018 Invasive Species Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,186,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,186,C,Dev-Low,27451.7098965,123437,25,1098.06839586,0.16162873981775733,NLCD 2011,1.0272387054703853,1.0371011739453375,"Evaluation used to produce current estimates of invasive species population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.","Developed, Low Intensity",759240834290487,759239335290487,759241387290487,440614649489998,530733657126144,1299960879290487,,,,
SanDiegoCA2018Invs,"San Diego, CA 2018 Invasive Species Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,186,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,186,F,Herb/Crop,6771.6901305,30449,11,615.6081936818182,0.03987000250095914,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Grassland/Herbaceous; Cultivated Crops; Emergent Herbaceous Wetlands; Pasture/Hay,759240834290487,759239335290487,759241387290487,440614649489998,530733660126144,1299961017290487,,,,
SanDiegoCA2018Invs,"San Diego, CA 2018 Invasive Species Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,186,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,186,A,Water/Barren,8202.1315545,36881,5,1640.4263109,0.04829208060159197,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Open Water; Barren Land,759240834290487,759239335290487,759241387290487,440614649489998,530733655126144,1299960839290487,,,,
SanDiegoCA2018Invs,"San Diego, CA 2018 Invasive Species Estimates",2018,"San Diego, CA Urban Area",1.0,169844.2364115,763707,186,"San Diego, CA Urban Area:City of San Diego, CA",169844.2364115,763707,186,G,Forest/Shrub,17250.251787,77566,12,1437.52098225,0.10156512903508806,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of San Diego, CA. The city boundary was defined using the 2010 U.S. Census Places and Urban Areas spatial layers.",Evergreen Forest; Mixed Forest; Shrub/Scrub; Woody Wetlands,759240834290487,759239335290487,759241387290487,440614649489998,530733661126144,1299961031290487,,,,
