CN,PLT_CN,PSC_CN
1275866273290487,352769614489998,1275866219290487
1275866275290487,781817002290487,1275866219290487
1275866278290487,352769462489998,1275866219290487
1275866283290487,352769450489998,1275866219290487
1275866136290487,781817028290487,1275866130290487
1275866148290487,352769455489998,1275866130290487
1275866154290487,559740549126144,1275866130290487
1275866155290487,559740553126144,1275866130290487
1275866157290487,352769537489998,1275866130290487
1275866165290487,781817052290487,1275866130290487
1275866179290487,352769587489998,1275866130290487
1275866453290487,352769680489998,1275866450290487
1275866459290487,352769404489998,1275866450290487
1275866467290487,352769677489998,1275866450290487
1275866479290487,352769406489998,1275866450290487
1275866486290487,781816993290487,1275866450290487
1275866305290487,352769542489998,1275866296290487
1275866317290487,352769663489998,1275866296290487
1275866328290487,352769600489998,1275866296290487
1275866334290487,781817064290487,1275866296290487
1275866336290487,781817025290487,1275866296290487
1275866337290487,559740541126144,1275866296290487
1275866340290487,352769604489998,1275866296290487
1275866342290487,352769464489998,1275866296290487
1275866358290487,352769683489998,1275866296290487
1275866367290487,352769541489998,1275866296290487
1275866397290487,781816978290487,1275866388290487
1275866400290487,352769465489998,1275866388290487
1275866402290487,352769664489998,1275866388290487
1275866405290487,352769409489998,1275866388290487
1275866422290487,352769665489998,1275866388290487
1275866423290487,352769685489998,1275866388290487
1275866436290487,352769668489998,1275866388290487
1275866439290487,352769587489998,1275866388290487
1537019179290487,352769733489998,1537019178290487
1537019180290487,559740537126144,1537019178290487
1537019181290487,559740541126144,1537019178290487
1537019204290487,352769391489998,1537019178290487
1537019213290487,352769460489998,1537019178290487
1537019224290487,781817023290487,1537019178290487
1537019226290487,781817031290487,1537019178290487
1537019234290487,992948037290487,1537019178290487
1537019239290487,992948067290487,1537019178290487
1537019241290487,992948031290487,1537019178290487
1537019244290487,352769393489998,1537019178290487
1537019048290487,559740543126144,1537019045290487
1537019054290487,559740575126144,1537019045290487
1537019055290487,559740577126144,1537019045290487
1537019068290487,352769536489998,1537019045290487
1537019075290487,352769600489998,1537019045290487
1537019078290487,352769606489998,1537019045290487
1537019079290487,352769608489998,1537019045290487
1537019084290487,352769390489998,1537019045290487
1537019094290487,352769462489998,1537019045290487
1537019102290487,352769405489998,1537019045290487
1537019104290487,352769459489998,1537019045290487
1537019114290487,352769543489998,1537019045290487
1537019129290487,781817058290487,1537019045290487
1537019133290487,781817043290487,1537019045290487
1537019134290487,352769684489998,1537019045290487
1537019137290487,992948019290487,1537019045290487
1537019154290487,559740539126144,1537019153290487
1537019161290487,352769605489998,1537019153290487
1537019163290487,352769388489998,1537019153290487
1537019164290487,352769410489998,1537019153290487
1537019165290487,352769412489998,1537019153290487
1537019167290487,352769538489998,1537019153290487
1537019174290487,992948070290487,1537019153290487
1537019401290487,352769523489998,1537019387290487
1537019404290487,352769529489998,1537019387290487
1537019422290487,352769519489998,1537019387290487
1537019442290487,992948037290487,1537019387290487
1537019443290487,992948046290487,1537019387290487
1537019270290487,559740569126144,1537019260290487
1537019271290487,559740555126144,1537019260290487
1537019275290487,352769521489998,1537019260290487
1537019277290487,352769528489998,1537019260290487
1537019283290487,352769537489998,1537019260290487
1537019297290487,352769390489998,1537019260290487
1537019308290487,352769463489998,1537019260290487
1537019322290487,352769456489998,1537019260290487
1537019325290487,352769543489998,1537019260290487
1537019328290487,781816984290487,1537019260290487
1537019334290487,781817011290487,1537019260290487
1537019339290487,781817055290487,1537019260290487
1537019344290487,781817043290487,1537019260290487
1537019357290487,992948058290487,1537019260290487
1537019360290487,352769815489998,1537019260290487
1537019361290487,352769731489998,1537019260290487
1537019474290487,559740551126144,1537019469290487
1537019497290487,352769407489998,1537019469290487
1537019504290487,352769465489998,1537019469290487
1537019508290487,352769533489998,1537019469290487
1537019516290487,781817052290487,1537019469290487
1537019534290487,559740535126144,1537019532290487
1537019537290487,559740571126144,1537019532290487
1537019546290487,352769537489998,1537019532290487
1537019547290487,352769541489998,1537019532290487
1537019548290487,352769542489998,1537019532290487
1537019549290487,352769593489998,1537019532290487
1537019556290487,352769611489998,1537019532290487
1537019573290487,352769405489998,1537019532290487
1537019582290487,352769543489998,1537019532290487
1537019586290487,781816993290487,1537019532290487
1537019601290487,992948028290487,1537019532290487
1537019625290487,352769539489998,1537019620290487
1537019636290487,992948016290487,1537019620290487
1537019781290487,352769733489998,1537019780290487
1537019798290487,352769587489998,1537019780290487
1537019804290487,352769389489998,1537019780290487
1537019807290487,352769397489998,1537019780290487
1537019810290487,352769409489998,1537019780290487
1537019827290487,781817031290487,1537019780290487
1537019829290487,781817037290487,1537019780290487
1537019830290487,781817052290487,1537019780290487
1537019842290487,992948031290487,1537019780290487
1537019678290487,559740535126144,1537019676290487
1537019679290487,559740543126144,1537019676290487
1537019691290487,352769521489998,1537019676290487
1537019697290487,352769535489998,1537019676290487
1537019708290487,352769606489998,1537019676290487
1537019713290487,352769390489998,1537019676290487
1537019719290487,352769406489998,1537019676290487
1537019722290487,352769454489998,1537019676290487
1537019737290487,352769451489998,1537019676290487
1537019742290487,352769603489998,1537019676290487
1537019743290487,352769516489998,1537019676290487
1537019746290487,781816993290487,1537019676290487
1537019750290487,781817011290487,1537019676290487
1537019753290487,781817025290487,1537019676290487
1537019754290487,781817040290487,1537019676290487
1537019756290487,781817058290487,1537019676290487
1537019764290487,992948019290487,1537019676290487
1537019771290487,992948061290487,1537019676290487
826523227290487,352769603489998,826523211290487
826523235290487,352769675489998,826523211290487
826523323290487,352769395489998,826523320290487
826523325290487,352769399489998,826523320290487
826523332290487,352769456489998,826523320290487
826523336290487,352769464489998,826523320290487
826523353290487,352769536489998,826523320290487
826523375290487,352769670489998,826523320290487
826523381290487,352769725489998,826523320290487
826523385290487,352769732489998,826523320290487
826523395290487,352769752489998,826523320290487
826523399290487,352769804489998,826523320290487
826523406290487,352769819489998,826523320290487
826523259290487,352769389489998,826523257290487
826523261290487,352769392489998,826523257290487
826523265290487,352769409489998,826523257290487
826523274290487,352769524489998,826523257290487
826523280290487,352769588489998,826523257290487
826523283290487,352769599489998,826523257290487
826523291290487,352769685489998,826523257290487
826523292290487,352769686489998,826523257290487
826523307290487,352769811489998,826523257290487
826523774290487,352769589489998,826523772290487
826523688290487,352769410489998,826523684290487
1299950585290487,352769824489998,1299950581290487
1299950592290487,352769406489998,1299950588290487
1299950597290487,352769526489998,1299950588290487
1299950599290487,352769539489998,1299950588290487
1299950603290487,352769601489998,1299950588290487
1299950606290487,352769609489998,1299950588290487
1299950610290487,352769674489998,1299950588290487
1299950611290487,352769675489998,1299950588290487
1299950612290487,352769677489998,1299950588290487
1299950613290487,352769679489998,1299950588290487
1299950622290487,352769748489998,1299950588290487
1299950627290487,352769818489998,1299950588290487
1299950646290487,352769462489998,1299950632290487
1299950654290487,352769515489998,1299950632290487
1299950658290487,352769528489998,1299950632290487
1299950659290487,352769529489998,1299950632290487
1299950662290487,352769534489998,1299950632290487
1299950665290487,352769541489998,1299950632290487
1299950674290487,352769604489998,1299950632290487
1299950715290487,352769819489998,1299950632290487
1299950718290487,352769827489998,1299950632290487
1299950719290487,352769828489998,1299950632290487
1299950735290487,352769465489998,1299950722290487
1299950740290487,352769532489998,1299950722290487
