DB_VAR,LABEL_VAR,VAR_GROUP,GROUP_ORDER,WITHIN_GROUP_ORDER,ATTRIBUTE_LIST,PAGE_LIST,ROW_LIST,COL_LIST,MAX_COLS,DECODE_STATEMENT,FUNCTION_NAME,PRC_METADATA,ATTRIBUTE_REF,SQL_SELECT,SQL_JOIN,SQL_GROUPBY,CN
ispcnd.is_maintained_area,Ispcnd Maintained area,Invasive species,7.0,4.0,Y,Y,Y,Y,4,ID_INVASIVE_SUBP_COND,"CASE coalesce(ispcnd.is_maintained_area, -1) WHEN 1 THEN '`0001 Invasive species is in a maintained area' WHEN 0 THEN '`0002 Invasive species is not in a maintained area' WHEN -1 THEN '`0003 Not available' ELSE '`0004 Other' END",Indication of whether or not invasive species is observed in a maintained area.,,"'`' || CASE coalesce(ispcnd_maint.is_maintained_area, -1) WHEN 1 THEN '0001 Invasive species is in a maintained area' WHEN 0 THEN '0002 Invasive species is not in a maintained area' WHEN -1 THEN '0003 Not available' ELSE '0004 Other' END",,"'`' || CASE coalesce(ispcnd_maint.is_maintained_area, -1) WHEN 1 THEN '0001 Invasive species is in a maintained area' WHEN 0 THEN '0002 Invasive species is not in a maintained area' WHEN -1 THEN '0003 Not available' ELSE '0004 Other' END",1622304045290488
ispcnd.species_symbol,Ispcnd Scientific name,Invasive species,7.0,1.0,Y,Y,Y,Y,41771,ID_INVASIVE_SUBP_COND,CASE WHEN rpd.symbol_type = 'Old' THEN rpdn.scientific_name || ' (' ELSE rpd.scientific_name || ' (' END || CASE WHEN rpd.symbol_type = 'Old' THEN rpdn.common_name || ')' ELSE rpd.common_name || ')' END,"The scientific name of the invasive species, based on USDA Natural Resources Conservation Service PLANTS (Plant List of Attributes, Names, Taxonomy, and Symbols) Database.",,'`' || CASE WHEN RPD_SCI.symbol_type = 'Old' THEN RPDN_SCI.symbol || ' ' || RPDN_SCI.scientific_name || ' (' ELSE RPD_SCI.symbol || ' ' || RPD_SCI.scientific_name || ' (' END || CASE WHEN RPD_SCI.symbol_type = 'Old' THEN RPDN_SCI.common_name || ')' ELSE RPD_SCI.common_name || ')' END,JOIN FS_FIADB_URBAN.REF_PLANT_DICTIONARY RPD_SCI ON (ISPCND.SPECIES_SYMBOL = RPD_SCI.SYMBOL) LEFT JOIN FS_FIADB_URBAN.REF_PLANT_DICTIONARY RPDN_SCI ON (RPD_SCI.NEW_SYMBOL = RPDN_SCI.SYMBOL),'`' || CASE WHEN RPD_SCI.symbol_type = 'Old' THEN RPDN_SCI.symbol || ' ' || RPDN_SCI.scientific_name || ' (' ELSE RPD_SCI.symbol || ' ' || RPD_SCI.scientific_name || ' (' END || CASE WHEN RPD_SCI.symbol_type = 'Old' THEN RPDN_SCI.common_name || ')' ELSE RPD_SCI.common_name || ')' END,1622304047290488
cnd.land_cover_class_cd,Land cover class,Area,1.0,9.0,Y,Y,Y,Y,12,ID_COND,"case coalesce(cnd.land_cover_class_cd,-1) when 1 then '`0001 Treeland' when 2 then '`0002 Shrubland' when 3 then '`0003 Grassland' when 4 then '`0004 Non-vascular Vegetation' when 5 then '`0005 Mixed Vegetation' when 6 then '`0006 Agricultural Vegetation' when 7 then '`0007 Developed-Vegetated' when 8 then '`0008 Barren' when 9 then '`0009 Developed' when 10 then '`0010 Water' when -1 then '`0011 Not available' else '`0012 Other'    end","RETIRED. The classification of land cover on sampled conditions. These classes are no longer used and have been replaced by COVER CLASS in order to remove all aspects of land use and, rather, focus on land cover.","SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_cover_class ORDER BY VALUE;","case coalesce(cnd.land_cover_class_cd,-1) when 1 then '`0001 Treeland' when 2 then '`0002 Shrubland' when 3 then '`0003 Grassland' when 4 then '`0004 Non-vascular Vegetation' when 5 then '`0005 Mixed Vegetation' when 6 then '`0006 Agricultural Vegetation' when 7 then '`0007 Developed-Vegetated' when 8 then '`0008 Barren' when 9 then '`0009 Developed' when 10 then '`0010 Water' when -1 then '`0011 Not available' else '`0012 Other'    end",,"case coalesce(cnd.land_cover_class_cd,-1) when 1 then '`0001 Treeland' when 2 then '`0002 Shrubland' when 3 then '`0003 Grassland' when 4 then '`0004 Non-vascular Vegetation' when 5 then '`0005 Mixed Vegetation' when 6 then '`0006 Agricultural Vegetation' when 7 then '`0007 Developed-Vegetated' when 8 then '`0008 Barren' when 9 then '`0009 Developed' when 10 then '`0010 Water' when -1 then '`0011 Not available' else '`0012 Other'    end",211101258991109
cnd.fia_landuse,Land use (FIA),Area,1.0,5.0,Y,Y,Y,Y,33,ID_COND,"case coalesce(cnd.fia_landuse, -1) when 10 then '`0001 Forest land' when 11 then '`0002 Agriculture' when 12 then '`0003 Rangeland/Chaparral' when 13 then '`0004 Commercial/Industrial' when 14 then '`0005 Residential' when 15 then '`0006 Multi-family Residential' when 16 then '`0007 Recreation/Cemetery' when 17 then '`0008 Rights-of-Way' when 18 then '`0009 Other Nonforest' when 19 then '`0010 Water' when 20 then '`0011 Nonsampled' when -1 then '`0012 Not available' else '`0013 Other' end",The current land use for a condition.,"SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_fia_landuse order by value;","case coalesce(cnd.fia_landuse, -1) when 10 then '`0001 Forest land' when 11 then '`0002 Agriculture' when 12 then '`0003 Rangeland/Chaparral' when 13 then '`0004 Commercial/Industrial' when 14 then '`0005 Residential' when 15 then '`0006 Multi-family Residential' when 16 then '`0007 Recreation/Cemetery' when 17 then '`0008 Rights-of-Way' when 18 then '`0009 Other Nonforest' when 19 then '`0010 Water' when 20 then '`0011 Nonsampled' when -1 then '`0012 Not available' else '`0013 Other' end",,"case coalesce(cnd.fia_landuse, -1) when 10 then '`0001 Forest land' when 11 then '`0002 Agriculture' when 12 then '`0003 Rangeland/Chaparral' when 13 then '`0004 Commercial/Industrial' when 14 then '`0005 Residential' when 15 then '`0006 Multi-family Residential' when 16 then '`0007 Recreation/Cemetery' when 17 then '`0008 Rights-of-Way' when 18 then '`0009 Other Nonforest' when 19 then '`0010 Water' when 20 then '`0011 Nonsampled' when -1 then '`0012 Not available' else '`0013 Other' end",211101259991109
cnd.itree_landuse,Land use (i-Tree),Area,1.0,6.0,Y,Y,Y,Y,15,ID_COND,"case coalesce(cnd.itree_landuse, -1) when 1 then '`0001 Agriculture' when 2 then '`0002 Institutional/Commercial' when 3 then '`0003 Residential' when 4 then '`0004 Multi-family' when 5 then '`0005 Cemetery/Park/Golf' when 6 then '`0006 Transportation/Utility' when 7 then '`0007 Water' when 8 then '`0008 Unused/Other' when -1 then '`0009 Not available' else '`0010 Other' end",The land use of the condition using categories developed for the i-Tree urban inventory.,"SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_itree_landuse;","case coalesce(cnd.itree_landuse, -1) when 1 then '`0001 Agriculture' when 2 then '`0002 Institutional/Commercial' when 3 then '`0003 Residential' when 4 then '`0004 Multi-family' when 5 then '`0005 Cemetery/Park/Golf' when 6 then '`0006 Transportation/Utility' when 7 then '`0007 Water' when 8 then '`0008 Unused/Other' when -1 then '`0009 Not available' else '`0010 Other' end",,"case coalesce(cnd.itree_landuse, -1) when 1 then '`0001 Agriculture' when 2 then '`0002 Institutional/Commercial' when 3 then '`0003 Residential' when 4 then '`0004 Multi-family' when 5 then '`0005 Cemetery/Park/Golf' when 6 then '`0006 Transportation/Utility' when 7 then '`0007 Water' when 8 then '`0008 Unused/Other' when -1 then '`0009 Not available' else '`0010 Other' end",211101257991109
mtre.is_maintained_area,Maintained area (mother tree),Tree attributes,4.0,1.0,Y,Y,Y,Y,5,ID_MOTHER_TREE,"case coalesce(mtre.is_maintained_area,'-1') when '1' then '`0001 Tree is in a maintained area' when '0' then '`0002 Tree is not in a maintained area' when '-1' then '`0003 Not available' else '`0004 Other'    end","Indication of whether or not the mother tree is located within a maintained area. Maintained areas are defined as those which are consistently being impacted by mowing, weeding, brushing, herbiciding, landscaping, etc. Examples include, but are not limited to, lawns, maintained shrub beds, rights-of-way, and manicured park areas. Examples of unmaintained areas are overgrown lots, small wooded areas, and riverbanks.",,"case coalesce(mtre.is_maintained_area,'-1') when '1' then '`0001 Tree is in a maintained area' when '0' then '`0002 Tree is not in a maintained area' when '-1' then '`0003 Not available' else '`0004 Other'    end",,"case coalesce(mtre.is_maintained_area,'-1') when '1' then '`0001 Tree is in a maintained area' when '0' then '`0002 Tree is not in a maintained area' when '-1' then '`0003 Not available' else '`0004 Other'    end",211101235991109
sdl.is_maintained_area,Maintained area (seedling),Tree attributes,4.0,5.0,Y,Y,Y,Y,4,ID_SEEDLING,"case coalesce(sdl.is_maintained_area,'-1') when '0' then '`0001 No' when '1' then '`0002 Yes'  when '-1' then '`0003 Not available' else '`0004 Other'    end","Indication of whether or not at least half of the seedling count for an individual species is located within a maintained area (seedling bole must be partially or fully contained within the maintained area to qualify). Maintained areas are defined as those which are consistently being impacted by mowing, weeding, brushing, herbiciding, landscaping, etc. Examples include, but are not limited to, lawns, maintained shrub beds, rights-of-way, and manicured park areas. Examples of unmaintained areas are overgrown lots, small wooded areas, and riverbanks.",,"case coalesce(sdl.is_maintained_area,'-1') when 0 then '`0001 No' when '1' then '`0002 Yes'  when '-1' then '`0003 Not available' else '`0004 Other'    end",,"case coalesce(sdl.is_maintained_area,'-1') when '0' then '`0001 No' when '1' then '`0002 Yes'  when '-1' then '`0003 Not available' else '`0004 Other'    end",211101260991109
mtre.spcd,Mtree Species common name,Species,3.0,1.0,Y,N,Y,N,2669,ID_MOTHER_TREE,fs_fiadb_urban.NUTS_FUNCTIONS.spcdlabel(mtre.spcd),An FIA numeric code and common name identifying the tree species.,,"'`' || CASE WHEN REF_SPECIES_MT_COM.SPCD IS NULL THEN '9999' ELSE lpad(REF_SPECIES_MT_COM.SPCD, 4, '0') END || case when REF_SPECIES_MT_COM.SPCD is null then 'Other or Unknown' else ' SPCD ' || LPAD(REF_SPECIES_MT_COM.SPCD, 4, '0') || ' - ' || REF_SPECIES_MT_COM.COMMON_NAME || ' (' || REF_SPECIES_MT_COM.GENUS ||' ' || REF_SPECIES_MT_COM.SPECIES || case when REF_SPECIES_MT_COM.VARIETY is null then ')' else ' ' || REF_SPECIES_MT_COM.VARIETY || ')' end end",left outer join FS_FIADB.REF_SPECIES REF_SPECIES_COM on (MTRE.SPCD = REF_SPECIES_MT_COM.SPCD),"'`' || CASE WHEN REF_SPECIES_MT_COM.SPCD IS NULL THEN '9999' ELSE lpad(REF_SPECIES_MT_COM.SPCD, 4, '0') END || case when REF_SPECIES_MT_COM.SPCD is null then 'Other or Unknown' else ' SPCD ' || LPAD(REF_SPECIES_MT_COM.SPCD, 4, '0') || ' - ' || REF_SPECIES_MT_COM.COMMON_NAME || ' (' || REF_SPECIES_MT_COM.GENUS ||' ' || REF_SPECIES_MT_COM.SPECIES || case when REF_SPECIES_MT_COM.VARIETY is null then ')' else ' ' || REF_SPECIES_MT_COM.VARIETY || ')' end end",211101277991109
mtre.spgrpcd,Mtree Species group,Species,3.0,3.0,Y,Y,Y,Y,5,ID_MOTHER_TREE,"fs_fiadb_urban.NUTS_FUNCTIONS.SPGRPCDLABEL(mtre.spgrpcd, mtre.statecd, mtre.spcd)",The general grouping of similar tree species for the purposes of organization and reporting.,,"'`' || CASE WHEN REF_SPECIES_GROUP_MT.SPGRPCD IS NULL THEN '99999' ELSE lpad(REF_SPECIES_GROUP_MT.SPGRPCD, 5, '0') END || ' ' || CASE WHEN REF_SPECIES_GROUP_MT.NAME IS NULL THEN 'Other or Unknown' WHEN REF_SPECIES_GROUP_MT.SPGRPCD = 37 THEN 'Cottonwood and aspen (East)' WHEN REF_SPECIES_GROUP_MT.SPGRPCD = 44 THEN 'Cottonwood and aspen (West)' ELSE REF_SPECIES_GROUP_MT.NAME END","LEFT OUTER JOIN FS_FIADB.REF_SPECIES_GROUP REF_SPECIES_GROUP ON (REF_SPECIES_GROUP_MT.SPGRPCD = CASE WHEN MTRE.STATECD IN (46, 38, 31, 20) AND MTRE.SPCD = 122 THEN 11 ELSE MTRE.SPGRPCD END)","'`' || CASE WHEN REF_SPECIES_GROUP_MT.SPGRPCD IS NULL THEN '99999' ELSE lpad(REF_SPECIES_GROUP_MT.SPGRPCD, 5, '0') END || ' ' || CASE WHEN REF_SPECIES_GROUP_MT.NAME IS NULL THEN 'Other or Unknown' WHEN REF_SPECIES_GROUP_MT.SPGRPCD = 37 THEN 'Cottonwood and aspen (East)' WHEN REF_SPECIES_GROUP_MT.SPGRPCD = 44 THEN 'Cottonwood and aspen (West)' ELSE REF_SPECIES_GROUP_MT.NAME END",211101232991109
mtre.spcd,Mtree Species scientific name,Species,3.0,2.0,Y,N,Y,N,2669,ID_MOTHER_TREE,fs_fiadb_urban.NUTS_FUNCTIONS.spcdlatinlabel(mtre.spcd),An FIA numeric code and scientific name identifying the tree species.,,"'`' || CASE WHEN REF_SPECIES_MT_SCI.SPCD IS NULL THEN '9999' ELSE lpad(REF_SPECIES_MT_SCI.SPCD, 4, '0') END || case when REF_SPECIES_MT_SCI.SPCD is null then 'Other or Unknown' else ' SPCD ' || LPAD(REF_SPECIES_MT_SCI.SPCD, 4, '0') || ' - ' || REF_SPECIES_MT_SCI.COMMON_NAME || ' (' || REF_SPECIES_MT_SCI.GENUS ||' ' || REF_SPECIES_MT_SCI.SPECIES || case when REF_SPECIES_MT_SCI.VARIETY is null then ')' else ' ' || REF_SPECIES_MT_SCI.VARIETY || ')' end end",left outer join FS_FIADB.REF_SPECIES REF_SPECIES_SCI on (MTRE.SPCD = REF_SPECIES_MT_SCI.SPCD),"'`' || CASE WHEN REF_SPECIES_MT_SCI.SPCD IS NULL THEN '9999' ELSE lpad(REF_SPECIES_MT_SCI.SPCD, 4, '0') END || case when REF_SPECIES_MT_SCI.SPCD is null then 'Other or Unknown' else ' SPCD ' || LPAD(REF_SPECIES_MT_SCI.SPCD, 4, '0') || ' - ' || REF_SPECIES_MT_SCI.COMMON_NAME || ' (' || REF_SPECIES_MT_SCI.GENUS ||' ' || REF_SPECIES_MT_SCI.SPECIES || case when REF_SPECIES_MT_SCI.VARIETY is null then ')' else ' ' || REF_SPECIES_MT_SCI.VARIETY || ')' end end",211101264991109
xxx.none,None,,,,Y,Y,N,N,1,,case 1 when 1 then '`0001 None`' else '`0001 None`' end,The grouping variable for selected estimates without a grouping variable.,,case 1 when 1 then '`0001 None`' else '`0001 None`' end,,case 1 when 1 then '`0001 None`' else '`0001 None`' end,211101261991109
cnd.cond_nonsample_reasn_cd,Nonsampled reason,,,,N,Y,Y,Y,12,ID_COND,"case coalesce(cnd.cond_nonsample_reasn_cd,-1) when 1 then '`0001 Out of boundary' when 2 then '`0002 Denied access' when 3 then '`0003 Hazardous' when 5 then '`0004 Lost data' when 6 then '`0005 Lost plot' when 7 then '`0006 Wrong location' when 8 then '`0007 Skipped visit' when 9 then '`0008 Dropped intensified plot' when 10 then '`0009 Other reason' when 11 then '`0010 Ocean' when -1 then '`0011 Not available' else '`0012 Other'    end",The reason a plot was entirely nonsampled for the plot visit.,"SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_plot_nonsample_reason ORDER BY VALUE;","case coalesce(cnd.cond_nonsample_reasn_cd,-1) when 1 then '`0001 Out of boundary' when 2 then '`0002 Denied access' when 3 then '`0003 Hazardous' when 5 then '`0004 Lost data' when 6 then '`0005 Lost plot' when 7 then '`0006 Wrong location' when 8 then '`0007 Skipped visit' when 9 then '`0008 Dropped intensified plot' when 10 then '`0009 Other reason' when 11 then '`0010 Ocean' when -1 then '`0011 Not available' else '`0012 Other'    end",,"case coalesce(cnd.cond_nonsample_reasn_cd,-1) when 1 then '`0001 Out of boundary' when 2 then '`0002 Denied access' when 3 then '`0003 Hazardous' when 5 then '`0004 Lost data' when 6 then '`0005 Lost plot' when 7 then '`0006 Wrong location' when 8 then '`0007 Skipped visit' when 9 then '`0008 Dropped intensified plot' when 10 then '`0009 Other reason' when 11 then '`0010 Ocean' when -1 then '`0011 Not available' else '`0012 Other'    end",211101263991109
tre.dmg_overhead_wires,Overhead wires,Tree damages,6.0,4.0,Y,Y,Y,Y,4,ID_TREE,"case coalesce(tre.dmg_overhead_wires,-1) when 0 then '`0001 Absent' when 1 then '`0002 Present' when -1 then '`0003 Not available'else '`0004 Other'end","Indication of whether or not a conflict with overhead utility wires is present. Conflict occurs when utility wires of any type (e.g., electric, telephone, cable) are within 5 feet of tree branches, foliage, or boles.",,"case coalesce(tre.dmg_overhead_wires,-1) when 0 then '`0001 Absent' when 1 then '`0002 Present' when -1 then '`0003 Not available' else '`0004 Other' end",,"case coalesce(tre.dmg_overhead_wires,-1) when 0 then '`0001 Absent' when 1 then '`0002 Present' when -1 then '`0003 Not available'else '`0004 Other'end",211101250991109
cnd.owngrpcd,Ownership group,Area,1.0,7.0,Y,Y,Y,Y,6,ID_COND,"case coalesce(cnd.owngrpcd,-1) when 10 then '`0001 ForestService' when 20 then '`0002 OtherFederal' when 30 then '`0003 StateLocal' when 40 then '`0004 Private' when -1 then '`0005 Not available' else '`0006 Other'    end",The ownership group of the land for the condition.,"SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_owner_group;","case coalesce(cnd.owngrpcd,-1) when 10 then '`0001 ForestService' when 20 then '`0002 OtherFederal' when 30 then '`0003 StateLocal' when 40 then '`0004 Private' when -1 then '`0005 Not available' else '`0006 Other'    end",,"case coalesce(cnd.owngrpcd,-1) when 10 then '`0001 ForestService' when 20 then '`0002 OtherFederal' when 30 then '`0003 StateLocal' when 40 then '`0004 Private' when -1 then '`0005 Not available' else '`0006 Other'    end",211101265991109
cnd.physclcd,Physiographic class,Forest characteristics,8.0,2.0,Y,Y,Y,Y,18,ID_COND,"case coalesce(cnd.physclcd,-1) when 11 then '`0001 DryTops' when 12 then '`0002 DrySlopes' when 13 then '`0003 DeepSands' when 19 then '`0004 OtherXeric' when 21 then '`0005 Flatwoods' when 22 then '`0006 RollingUplands' when 23 then '`0007 MoistSlopes' when 24 then '`0008 NarrowFloodPlains' when 25 then '`0009 BroadFloodPlains' when 29 then '`0010 OtherMesic' when 31 then '`0011 SwampBog' when 32 then '`0012 SmallDrain' when 33 then '`0013 Bay' when 34 then '`0014 BeaverPond' when 35 then '`0015 CypressPond' when 39 then '`0016 OtherHydric' when -1 then '`0017 Not available' else '`0018 Other'    end","The physiographic class of the condition within the plot area. Individual physiographic classes are based on the general effect of land form, topographic position, and soil on moisture available to trees.","SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_physiographic_class ORDER BY VALUE;","case coalesce(cnd.physclcd,-1) when 11 then '`0001 DryTops' when 12 then '`0002 DrySlopes' when 13 then '`0003 DeepSands' when 19 then '`0004 OtherXeric' when 21 then '`0005 Flatwoods' when 22 then '`0006 RollingUplands' when 23 then '`0007 MoistSlopes' when 24 then '`0008 NarrowFloodPlains' when 25 then '`0009 BroadFloodPlains' when 29 then '`0010 OtherMesic' when 31 then '`0011 SwampBog' when 32 then '`0012 SmallDrain' when 33 then '`0013 Bay' when 34 then '`0014 BeaverPond' when 35 then '`0015 CypressPond' when 39 then '`0016 OtherHydric' when -1 then '`0017 Not available' else '`0018 Other'    end",,"case coalesce(cnd.physclcd,-1) when 11 then '`0001 DryTops' when 12 then '`0002 DrySlopes' when 13 then '`0003 DeepSands' when 19 then '`0004 OtherXeric' when 21 then '`0005 Flatwoods' when 22 then '`0006 RollingUplands' when 23 then '`0007 MoistSlopes' when 24 then '`0008 NarrowFloodPlains' when 25 then '`0009 BroadFloodPlains' when 29 then '`0010 OtherMesic' when 31 then '`0011 SwampBog' when 32 then '`0012 SmallDrain' when 33 then '`0013 Bay' when 34 then '`0014 BeaverPond' when 35 then '`0015 CypressPond' when 39 then '`0016 OtherHydric' when -1 then '`0017 Not available' else '`0018 Other'    end",211101266991109
mtre.is_planted,Planted,Tree attributes,4.0,4.0,Y,Y,Y,Y,5,ID_MOTHER_TREE,"case coalesce(mtre.is_planted,'-1') when '1' then '`0001 Planted' when '2' then '`0002 Natural' when '3' then '`0003 Not Sure' when '-1' then '`0004 Not available' else '`0005 Other'    end",Indication of whether or not the mother tree shows evidence of being planted.,"SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_tree_planted;","case coalesce(mtre.is_planted,'-1') when '1' then '`0001 Planted' when '2' then '`0002 Natural' when '3' then '`0003 Not Sure' when '-1' then '`0004 Not available' else '`0005 Other'    end",,"case coalesce(mtre.is_planted,'-1') when '1' then '`0001 Planted' when '2' then '`0002 Natural' when '3' then '`0003 Not Sure' when '-1' then '`0004 Not available' else '`0005 Other'    end",211101228991109
plt.kindcd,Plot sample kind,Plot information,9.0,1.0,Y,Y,Y,Y,5,ID_PLOT,"case coalesce(plt.kindcd,-1) when 1 then '`0001 InitialEstablishment' when 2 then '`0002 Remeasurement' when 3 then '`0003 Replacement' when -1 then '`0004 Not available' else '`0005 Other'    end",The type of installation for the plot visit.,"SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_sample_kind;","case coalesce(plt.kindcd,-1) when 1 then '`0001 InitialEstablishment' when 2 then '`0002 Remeasurement' when 3 then '`0003 Replacement' when -1 then '`0004 Not available' else '`0005 Other'    end",,"case coalesce(plt.kindcd,-1) when 1 then '`0001 InitialEstablishment' when 2 then '`0002 Remeasurement' when 3 then '`0003 Replacement' when -1 then '`0004 Not available' else '`0005 Other'    end",211101267991109
plt.plot_status_cd,Plot status,Plot information,9.0,2.0,Y,Y,Y,Y,6,ID_PLOT,"case coalesce(plt.plot_status_cd,-1) when 1 then '`0001 Sampled: Forest' when 2 then '`0002 Sampled: Nonforest' when 3 then '`0003 Sampled: Water' when 4 then '`0004 Nonsampled' when -1 then '`0005 Not available' else '`0006 Other'    end",The sampling status of a plot visit.,"SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_plot_status;","case coalesce(plt.plot_status_cd,-1) when 1 then '`0001 Sampled: Forest' when 2 then '`0002 Sampled: Nonforest' when 3 then '`0003 Sampled: Water' when 4 then '`0004 Nonsampled' when -1 then '`0005 Not available' else '`0006 Other'    end",,"case coalesce(plt.plot_status_cd,-1) when 1 then '`0001 Sampled: Forest' when 2 then '`0002 Sampled: Nonforest' when 3 then '`0003 Sampled: Water' when 4 then '`0004 Nonsampled' when -1 then '`0005 Not available' else '`0006 Other'    end",211101268991109
sbp.subp,Plot type,Plot information,9.0,3.0,Y,N,N,N,3,ID_SUBPLOT,"case coalesce(sbp.subp,-1) when 1 then '`0001 Subplot' when -1 then '`0003 Not available' else '`0002 Microplot' end ",The identity of the subplot or microplot. The national Urban protocol has one subplot and four microplots.,,"case coalesce(sbp.subp,-1) when 1 then '`0001 Subplot' when -1 then '`0003 Not available' else '`0002 Microplot' end ",,"case coalesce(sbp.subp,-1) when 1 then '`0001 Subplot' when -1 then '`0003 Not available' else '`0002 Microplot' end ",211101269991109
cnd.cond_nonsample_reasn_cd,Reason condition not sampled,,,,N,Y,Y,Y,12,ID_COND,"case coalesce(cnd.cond_nonsample_reasn_cd,-1) when 1 then '`0001 Out Of Boundary' when 2 then '`0002 Denied Access' when 3 then '`0003 Hazardous' when 5 then '`0004 Lost Data' when 6 then '`0005 Lost Plot' when 7 then '`0006 Wrong Location' when 8 then '`0007 Skipped Visit' when 9 then '`0008 Dropped Intensified Plot' when 10 then '`0009 Other Reason' when 11 then '`0010 Ocean' when -1 then '`0011 Not available'     else '`0012 Other'end",The reason a condition was not sampled.,"SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_condition_nonsample_reason ORDER BY VALUE;","case coalesce(cnd.cond_nonsample_reasn_cd,-1) when 1 then '`0001 Out Of Boundary' when 2 then '`0002 Denied Access' when 3 then '`0003 Hazardous' when 5 then '`0004 Lost Data' when 6 then '`0005 Lost Plot' when 7 then '`0006 Wrong Location' when 8 then '`0007 Skipped Visit' when 9 then '`0008 Dropped Intensified Plot' when 10 then '`0009 Other Reason' when 11 then '`0010 Ocean' when -1 then '`0011 Not available'     else '`0012 Other'end",,"case coalesce(cnd.cond_nonsample_reasn_cd,-1) when 1 then '`0001 Out Of Boundary' when 2 then '`0002 Denied Access' when 3 then '`0003 Hazardous' when 5 then '`0004 Lost Data' when 6 then '`0005 Lost Plot' when 7 then '`0006 Wrong Location' when 8 then '`0007 Skipped Visit' when 9 then '`0008 Dropped Intensified Plot' when 10 then '`0009 Other Reason' when 11 then '`0010 Ocean' when -1 then '`0011 Not available'     else '`0012 Other'end",211101271991109
cnd.reservcd,Reserved status,Area,1.0,8.0,Y,Y,Y,Y,4,ID_COND,"case coalesce(cnd.reservcd,-1) when 0 then '`0001 Not Reserved' when 1 then '`0002 Reserved' when -1 then '`0003 Not available' else '`0004 Other'    end",The reserved status of the condition on publicly owned land.  Management of land for the production of wood products is prohibited by law on reserved land.,"SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_reserved_status;","case coalesce(cnd.reservcd,-1) when 0 then '`0001 Not Reserved' when 1 then '`0002 Reserved' when -1 then '`0003 Not available' else '`0004 Other'    end",,"case coalesce(cnd.reservcd,-1) when 0 then '`0001 Not Reserved' when 1 then '`0002 Reserved' when -1 then '`0003 Not available' else '`0004 Other'    end",211101272991109
mtre.is_riparian,Riparian,Tree attributes,4.0,3.0,Y,Y,Y,Y,5,ID_MOTHER_TREE,"case coalesce(mtre.is_riparian,'-1') when '1' then '`0001 Tree is in a riparian area' when '0' then '`0002 Tree is not in a riparian area' when '-1' then '`0003 Not available' else '`0004 Other'    end","Indication of whether or not the mother tree qualifies as a riparian river/stream tree. Such a tree is one that falls within 30 feet of the edge (mean high-water mark) of a stream or river. If a stream is intermittent, or no water is running at the time of plot measurement, the stream must have a naturally developed stream bottom to be recognized as a stream. Lakes, ponds, holding basins, and wet lands are not classified as riparian zones. Man-made ditches and canals used to funnel storm water during periods of high rainfall are not considered streams. However, some stream segments, especially in urban areas, may occasionally have cement sides and bottoms, and these segments, that are generally part of a larger stream network, are considered to be a stream.",,"case coalesce(mtre.is_riparian,'-1') when '1' then '`0001 Tree is in a riparian area' when '0' then '`0002 Tree is not in a riparian area' when '-1' then '`0003 Not available' else '`0004 Other'    end",,"case coalesce(mtre.is_riparian,'-1') when '1' then '`0001 Tree is in a riparian area' when '0' then '`0002 Tree is not in a riparian area' when '-1' then '`0003 Not available' else '`0004 Other'    end",1318768911290487
